timestamp,attention,meditation,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,command,command_encoded
2026-02-01 17:52:00.615705,36,86,219709,151743,36115,18303,16011,8454,4389,93244,f,0
2026-02-01 17:52:01.610622,34,81,199729,122382,10624,19729,15231,12334,5279,99677,f,0
2026-02-01 17:52:02.624526,36,73,89421,48313,24128,24568,13668,10444,7746,95174,f,0
2026-02-01 17:52:03.619008,41,77,251996,65445,26384,26625,17560,10609,8248,92780,f,0
2026-02-01 17:52:52.274117,18,41,484782,150254,15272,24474,30949,11238,5961,140502,f,0
2026-02-01 17:52:53.266639,26,58,437965,105335,16963,23246,33823,10217,6627,123924,f,0
2026-02-01 17:52:54.256955,30,54,786951,87485,38733,27511,34847,15647,6743,116646,f,0
2026-02-01 17:52:55.245356,38,59,660751,80827,38372,27159,15907,13916,5324,131081,f,0
2026-02-01 17:52:56.244091,45,67,781967,121969,37857,40905,25648,17616,6315,121442,f,0
2026-02-01 17:52:57.257022,48,72,470866,76664,12780,37094,29642,13929,5575,120659,f,0
2026-02-01 17:52:58.227565,49,74,333233,73597,10922,37752,35019,18692,5106,99861,f,0
2026-02-01 17:52:59.219181,54,70,441707,71209,18213,20706,23334,17947,3342,107628,f,0
2026-02-01 17:53:00.210587,61,64,349596,72770,21659,16112,13780,18715,2759,101420,f,0
2026-02-01 17:53:01.207724,71,62,438774,76156,25479,14872,11280,16489,4229,109029,f,0
2026-02-01 17:53:35.988224,23,45,282050,48013,20304,12620,24124,14033,2024,115000,f,0
2026-02-01 17:53:36.988978,48,63,972544,173427,20536,15744,32412,18751,2978,88333,f,0
2026-02-01 17:53:37.979907,59,50,880249,157202,16836,23063,40880,19703,3649,129291,f,0
2026-02-01 17:53:38.974920,60,49,1028921,200975,22099,68030,39139,13610,4644,120362,f,0
2026-02-01 17:53:39.945547,55,51,206299,64893,15023,59131,31076,8922,4448,120219,f,0
2026-02-01 17:53:40.937424,52,56,836856,161950,41329,59901,41712,12564,5337,99087,f,0
2026-02-01 17:53:41.953714,50,62,665749,121553,39511,17849,29668,9701,4693,103696,f,0
2026-02-01 17:53:42.927179,44,65,738510,155869,50139,27112,51680,13598,6115,108396,f,0
2026-02-01 17:53:43.918640,45,66,308822,89919,27253,26105,33173,10382,5443,110824,f,0
2026-02-01 17:53:44.909938,43,65,326261,91619,18332,30698,44931,12165,6068,106867,f,0
2026-02-01 17:56:32.776684,19,40,452572,217810,21662,35811,28450,13701,3484,136136,f,0
2026-02-01 17:56:33.794126,41,66,231717,88571,18844,33515,31090,14379,4370,107660,f,0
2026-02-01 17:56:34.781800,64,79,258361,35841,12347,27778,24366,13617,3950,69844,f,0
2026-02-01 17:56:35.760951,73,77,102398,26490,10477,16228,13503,8789,3237,53626,f,0
2026-02-01 17:56:36.776249,77,77,121434,29837,6716,15934,10323,6682,2036,36052,f,0
2026-02-01 17:56:37.741874,73,73,198391,46882,5613,5955,6426,3201,1584,16331,f,0
2026-02-01 17:56:38.761774,65,67,172295,45945,17639,6032,8231,4674,3108,33127,f,0
2026-02-01 17:56:39.729286,56,62,203836,141978,21246,28061,11830,10578,5103,51129,f,0
2026-02-01 17:56:40.729095,47,59,88006,114786,24543,26957,10632,10261,7224,72681,f,0
2026-02-01 17:56:41.720980,43,64,438393,130100,26556,30831,14726,11202,6914,70113,f,0
2026-02-01 17:57:49.261672,21,35,214682,39947,23343,12825,7194,5808,1554,54848,f,0
2026-02-01 17:57:50.251859,41,57,54700,29925,16770,12598,8219,6506,3313,77933,f,0
2026-02-01 17:57:51.254287,57,65,234930,40324,28219,6947,18919,7709,6071,65254,f,0
2026-02-01 17:57:52.248953,59,71,578218,83770,31299,11466,33142,12947,7627,102893,f,0
2026-02-01 17:57:53.234335,58,70,575649,89106,30876,13448,35534,12589,7217,98272,f,0
2026-02-01 17:57:54.230517,54,66,395526,84091,12522,20294,40016,12094,5650,113102,f,0
2026-02-01 17:57:55.221880,54,59,207647,88275,15288,20875,28317,9761,6196,109638,f,0
2026-02-01 17:57:56.223289,52,55,222472,69911,12286,19520,22948,8984,5212,86239,f,0
2026-02-01 17:57:57.231922,51,58,283981,100370,18640,16969,18087,8744,5996,82725,f,0
2026-02-01 17:57:58.223189,50,60,121072,55879,18086,15461,15543,8898,4586,71146,f,0
2026-02-01 17:58:16.079709,21,41,419829,39367,14623,26512,18744,7416,7420,129146,f,0
2026-02-01 17:58:17.095972,38,59,433828,58743,16629,26023,20051,9147,8076,118560,f,0
2026-02-01 17:58:18.068473,50,58,565270,77404,21491,26148,22579,11862,9719,111971,f,0
2026-02-01 17:58:19.061175,54,64,540707,59509,16707,18120,17239,8947,5110,85195,f,0
2026-02-01 17:58:20.050997,54,70,382521,38491,14686,11154,9341,6713,4256,93489,f,0
2026-02-01 17:58:21.049818,54,72,610355,29221,36866,22473,16068,8127,3613,97608,f,0
2026-02-01 17:58:22.065706,52,77,499530,24106,34793,18292,15775,7781,3418,87399,f,0
2026-02-01 17:58:23.040899,52,81,562070,63566,36981,24558,15680,8224,4049,90924,f,0
2026-02-01 17:58:24.034781,50,82,373301,95680,24886,28136,23240,8918,3357,90721,f,0
2026-02-01 17:58:25.020047,45,78,442756,98438,27032,28897,24687,12776,4513,140482,f,0
2026-02-01 17:59:25.609729,20,35,541989,68129,15764,6558,3594,5656,2616,81627,b,1
2026-02-01 17:59:26.629688,37,60,567202,70289,16420,12457,9234,5929,3503,102610,b,1
2026-02-01 17:59:27.601107,48,69,365562,62454,20218,16612,10227,6827,4094,155065,b,1
2026-02-01 17:59:28.589757,51,73,320926,63844,13707,17216,11766,4116,2813,123160,b,1
2026-02-01 17:59:29.584404,52,74,110373,41539,23196,13298,15773,5661,3944,119616,b,1
2026-02-01 17:59:30.604953,52,77,114040,43203,29868,11242,16796,7132,4651,118276,b,1
2026-02-01 17:59:31.596862,55,83,155025,38854,63133,32430,30850,13081,6882,171832,b,1
2026-02-01 17:59:32.564957,57,88,133689,19880,52264,29837,21727,12299,5871,163873,b,1
2026-02-01 17:59:33.564468,66,96,237951,82531,49550,33290,27150,13235,5978,174108,b,1
2026-02-01 17:59:34.556135,69,95,548864,88002,32548,16946,11976,10616,6931,148837,b,1
2026-02-01 18:00:04.346806,34,42,847013,56346,37790,10997,15723,7668,2199,93655,b,1
2026-02-01 18:00:05.341587,59,67,166856,45962,18132,8274,12148,3860,1744,76204,b,1
2026-02-01 18:00:06.334206,65,69,154685,34055,17028,4823,6933,4192,1555,65477,b,1
2026-02-01 18:00:07.330044,67,75,473059,65394,20848,7844,9795,5199,2117,117563,b,1
2026-02-01 18:00:08.325631,62,74,398040,42531,9249,7766,10273,4842,2408,118159,b,1
2026-02-01 18:00:09.347735,63,70,397997,45671,15072,7604,8066,6866,3574,125854,b,1
2026-02-01 18:00:10.316741,67,67,332167,98176,21581,7268,19142,11310,5021,113889,b,1
2026-02-01 18:00:11.320250,69,61,319323,98724,20195,8296,19099,11989,5629,159408,b,1
2026-02-01 18:00:12.293070,75,61,766187,105184,23362,13783,21350,9584,6066,153735,b,1
2026-02-01 18:00:13.288853,73,62,528443,35200,15195,13201,8820,4695,4371,115333,b,1
2026-02-01 18:00:35.162257,45,48,430074,23098,15744,9031,4224,4490,4207,101772,b,1
2026-02-01 18:00:36.134593,73,72,64429,29159,15564,9348,5473,4383,3576,88760,b,1
2026-02-01 18:00:37.148553,80,69,71672,72170,29779,15766,10712,4809,3250,102482,b,1
2026-02-01 18:00:38.128435,71,73,96653,73074,21888,12171,10800,4240,2312,75839,b,1
2026-02-01 18:00:39.120080,59,72,61967,75194,18227,14375,9551,4408,3100,115356,b,1
2026-02-01 18:00:40.108285,49,66,214300,41173,15270,17076,11299,7055,2963,132422,b,1
2026-02-01 18:00:41.120831,48,62,229328,52537,17799,21096,12629,6409,2871,131255,b,1
2026-02-01 18:00:42.116064,49,61,447311,48063,18185,17570,14476,6643,3674,131419,b,1
2026-02-01 18:00:43.091169,52,63,343972,65208,27933,14734,17665,22861,7836,97071,b,1
2026-02-01 18:00:44.107301,56,63,322670,79184,25774,12359,16473,25104,8559,124052,b,1
2026-02-01 18:01:11.900375,40,33,247943,28650,17988,11353,7734,8765,4522,101463,b,1
2026-02-01 18:01:12.896099,69,51,54678,20690,17252,11708,7386,10081,5906,83436,b,1
2026-02-01 18:01:13.879086,87,56,139076,26924,16681,7068,5782,5488,3220,49904,b,1
2026-02-01 18:01:14.870784,87,63,256527,25367,10833,5530,4982,6217,3528,50501,b,1
2026-02-01 18:01:15.875411,84,68,352114,29260,10283,6242,5326,6097,4316,87738,b,1
2026-02-01 18:01:16.861678,80,66,556021,187748,15285,11614,19194,9591,5100,117173,b,1
2026-02-01 18:01:17.854155,72,57,786089,207981,14038,14515,25006,9436,6991,128166,b,1
2026-02-01 18:01:18.844972,67,49,822488,234846,17714,15456,29044,11208,7426,129705,b,1
2026-02-01 18:01:19.839194,58,40,867626,73564,17003,13854,19497,9466,7149,124018,b,1
2026-02-01 18:01:20.831701,57,40,1322303,91780,23358,12651,17157,10581,6289,106034,b,1
2026-02-01 18:01:50.652230,47,41,680219,55386,8297,15696,8156,10185,5609,104684,b,1
2026-02-01 18:01:51.643609,76,58,461164,46122,7905,12662,8608,16688,9131,111275,b,1
2026-02-01 18:01:52.617090,89,55,462728,53787,7657,13243,8413,15101,8330,101247,b,1
2026-02-01 18:01:53.632379,91,46,136194,93343,14231,23155,22402,15886,8405,93762,b,1
2026-02-01 18:01:54.604756,88,41,72913,79409,13092,15821,18280,15174,6386,105757,b,1
2026-02-01 18:01:55.597248,89,44,80187,82763,22869,16658,20946,15398,6048,114565,b,1
2026-02-01 18:01:56.616925,84,50,68168,69427,27541,11154,14015,21181,5858,118106,b,1
2026-02-01 18:01:57.581026,85,59,149834,73262,26681,13588,14179,15807,6620,120257,b,1
2026-02-01 18:01:58.577379,85,63,245755,76093,18361,12547,15222,14568,5695,87137,b,1
2026-02-01 18:01:59.572201,82,64,303213,45558,25829,12055,9423,8882,6832,83015,b,1
2026-02-01 18:02:26.413073,43,35,391870,21241,6824,7601,7960,6649,2929,70266,b,1
2026-02-01 18:02:27.404098,69,56,332576,44109,8787,8817,11680,7852,3300,78379,b,1
2026-02-01 18:02:28.375399,72,60,310083,48243,14930,9989,13268,9842,4007,82449,b,1
2026-02-01 18:02:29.391634,75,58,96413,84417,25827,9106,11654,7091,3428,92208,b,1
2026-02-01 18:02:30.386188,71,57,110857,71768,25643,9536,10437,6336,3176,92168,b,1
2026-02-01 18:02:31.379163,63,56,114521,70054,22542,10839,12913,4948,3934,102335,b,1
2026-02-01 18:02:32.369123,55,58,643591,127169,41165,29258,21396,8840,6042,105586,b,1
2026-02-01 18:02:33.364171,48,58,615297,124941,41718,29953,20919,11862,8188,140655,b,1
2026-02-01 18:02:34.336656,50,60,653309,135467,45194,28994,18623,11893,7862,135122,b,1
2026-02-01 18:02:35.352613,52,60,154336,51598,15666,10015,8946,6639,5050,96365,b,1
2026-02-01 18:03:08.130824,54,37,85520,11533,2703,6480,6155,3601,3972,146204,b,1
2026-02-01 18:03:09.122236,84,59,235264,55413,4272,7950,11312,7749,6424,89001,b,1
2026-02-01 18:03:10.116198,87,59,317638,77269,9730,13725,14181,7218,7052,99973,b,1
2026-02-01 18:03:11.107358,79,55,365257,116326,8625,17612,20424,13007,8369,131037,b,1
2026-02-01 18:03:12.103910,68,44,183613,76115,16235,14568,13273,11770,4956,140367,b,1
2026-02-01 18:03:13.075202,62,42,119023,67508,22021,13462,9560,12304,3907,142450,b,1
2026-02-01 18:03:14.070659,58,48,140110,38184,23231,12739,5367,6551,2574,111295,b,1
2026-02-01 18:03:15.080138,59,57,328644,39948,16556,11767,6668,4707,2671,114332,b,1
2026-02-01 18:03:16.077476,59,68,323538,38230,14188,8376,11566,4231,1923,78379,b,1
2026-02-01 18:03:17.071241,57,69,371278,27214,13189,6554,10954,5164,3872,117577,b,1
2026-02-01 18:03:44.881675,44,28,208111,36655,6093,7568,5009,4679,1377,116717,b,1
2026-02-01 18:03:45.875460,71,42,54967,43662,8621,8912,3284,6562,3472,124265,b,1
2026-02-01 18:03:46.869194,82,47,132030,117511,34043,26152,14415,6829,4438,121371,b,1
2026-02-01 18:03:47.860523,71,49,466390,133508,42954,28231,14488,7083,5494,120240,b,1
2026-02-01 18:03:48.855490,58,55,498462,142809,43589,30062,16754,5950,3424,89137,b,1
2026-02-01 18:03:49.849425,45,58,434812,60330,18577,10870,5419,3288,2740,59978,b,1
2026-02-01 18:03:50.842527,38,62,108097,33393,8681,13385,6527,4006,1918,56098,b,1
2026-02-01 18:03:51.833257,41,67,154609,72386,16022,14237,9131,7382,3097,79969,b,1
2026-02-01 18:03:52.828268,46,68,146904,93305,19833,15635,12193,9516,3546,110809,b,1
2026-02-01 18:03:53.818791,55,66,145416,100030,19677,18876,10461,8939,3554,103945,b,1
2026-02-01 18:04:24.611126,45,36,152372,17892,8382,9144,4840,7423,7438,170522,b,1
2026-02-01 18:04:25.607193,76,56,300911,39215,14696,5214,10054,9674,8609,89292,b,1
2026-02-01 18:04:26.600664,87,61,311136,36807,12752,5943,10757,7784,4250,56731,b,1
2026-02-01 18:04:27.592513,86,63,185941,44652,14027,6210,10582,7240,3923,62369,b,1
2026-02-01 18:04:28.584915,81,63,63656,57905,14159,24402,16371,9096,4320,64333,b,1
2026-02-01 18:04:29.577409,75,62,103032,76420,21444,25647,17652,14859,5290,92555,b,1
2026-02-01 18:04:30.572526,71,62,98283,78426,38837,29883,20508,15986,14693,88614,b,1
2026-02-01 18:04:31.568935,68,67,87562,58817,38414,12147,10808,11304,13431,67422,b,1
2026-02-01 18:04:32.558765,65,71,66377,77973,35144,17338,11248,7451,14063,54568,b,1
2026-02-01 18:04:33.551313,60,71,180949,76068,20187,16023,8172,6263,4566,62405,b,1
2026-02-01 18:05:07.320834,50,43,142058,49753,15085,13244,5450,4785,4063,86690,b,1
2026-02-01 18:05:08.300320,75,68,78821,63050,20642,14326,5223,4466,4264,55993,b,1
2026-02-01 18:05:09.310656,74,74,83840,58914,21805,10901,5598,4184,3539,62414,b,1
2026-02-01 18:05:10.303360,60,73,103159,92289,16891,18837,16921,4906,3006,57227,b,1
2026-02-01 18:05:11.296927,48,69,66927,71591,11622,22334,17465,5590,3461,71115,b,1
2026-02-01 18:05:12.270022,48,70,81222,81707,22864,26375,18911,6299,5178,66886,b,1
2026-02-01 18:05:13.283162,51,74,222649,83320,23433,14809,9951,12831,6166,66347,b,1
2026-02-01 18:05:14.275750,58,75,301252,86896,22233,11081,11349,14080,6497,75469,b,1
2026-02-01 18:05:15.276904,67,71,413888,130586,16559,9220,18520,20887,5853,88567,b,1
2026-02-01 18:05:16.264962,72,57,268150,68954,10894,7416,14623,12746,4136,68820,b,1
2026-02-01 18:05:57.982809,34,35,122566,189185,23635,13477,21935,11323,5470,70664,b,1
2026-02-01 18:05:58.975278,53,45,100505,194555,25140,12855,24894,13028,6150,66468,b,1
2026-02-01 18:05:59.967737,57,35,327789,252682,22430,12016,33139,20745,5263,68292,b,1
2026-02-01 18:06:00.960301,58,29,320420,116133,14249,10873,16005,19129,6801,56226,b,1
2026-02-01 18:06:01.955919,59,28,336059,160863,19264,10897,14184,18692,8660,59020,b,1
2026-02-01 18:06:02.949175,60,28,128188,99639,19508,29097,8212,18069,7863,61943,b,1
2026-02-01 18:06:03.940354,61,32,206874,117553,30216,33643,9526,16259,6288,74451,b,1
2026-02-01 18:06:04.937515,59,45,231490,104599,20666,37851,14549,25308,4241,62441,b,1
2026-02-01 18:06:05.927916,60,51,266150,130954,23362,20211,15227,15604,5453,57132,b,1
2026-02-01 18:06:06.921683,60,55,197695,104997,17126,10490,12596,14459,3273,33913,b,1
2026-02-01 18:06:29.767052,34,31,872386,190681,47094,44598,33593,33126,5185,143638,b,1
2026-02-01 18:06:30.759714,52,52,417768,112615,48583,28062,15126,7852,3675,52553,b,1
2026-02-01 18:06:31.755869,54,58,610674,132790,43761,28584,15609,11579,5156,52592,b,1
2026-02-01 18:06:32.747132,49,63,438540,78106,16381,11516,13665,16479,5575,59487,b,1
2026-02-01 18:06:33.738701,53,60,305413,74933,19832,11010,16155,23139,5778,62376,b,1
2026-02-01 18:06:34.734627,63,53,150014,57738,19399,7860,13141,19715,4225,51886,b,1
2026-02-01 18:06:35.728562,76,48,106675,66375,22415,4948,5762,12029,3725,43109,b,1
2026-02-01 18:06:36.719699,82,48,162829,99557,20430,28996,32793,7520,3134,41391,b,1
2026-02-01 18:06:37.713487,76,52,133988,96034,19218,33708,33023,8940,4130,54869,b,1
2026-02-01 18:06:38.708878,67,57,174393,149775,18684,40967,36960,6959,3286,43856,b,1
2026-02-01 18:24:39.591515,41,46,1050162,849562,84634,385139,7636,153870,3241,909935,r,2
2026-02-01 18:24:40.585207,60,67,708731,905717,9680,492696,5788,136442,2410,738585,r,2
2026-02-01 18:24:41.579980,59,64,656427,807806,10935,458988,6073,131693,2623,661030,r,2
2026-02-01 18:24:42.584769,52,66,790745,620934,13823,409651,4261,125592,2842,632301,r,2
2026-02-01 18:24:43.567779,46,71,715443,626668,11731,428504,4017,124083,2607,630777,r,2
2026-02-01 18:24:44.554470,42,77,703791,601882,11349,409933,3732,118561,2682,613513,r,2
2026-02-01 18:24:45.551530,41,84,669261,598142,8953,402899,3953,114780,2648,602500,r,2
2026-02-01 18:24:46.547224,41,84,463064,455822,7016,295003,2513,82687,1724,440674,r,2
2026-02-01 18:24:47.518680,40,84,426902,473167,6818,279533,2097,74164,1422,420777,r,2
2026-02-01 18:24:48.530141,38,82,418017,292433,7185,262212,3082,84704,1646,411524,r,2
2026-02-01 18:25:07.402360,53,45,510449,216581,64069,118390,2198,73944,1833,403093,r,2
2026-02-01 18:25:08.397291,81,67,511604,177622,72925,86741,1943,72276,1689,376058,r,2
2026-02-01 18:25:09.392352,84,67,468935,213050,19911,172997,1497,74774,1618,375820,r,2
2026-02-01 18:25:10.383563,76,73,526132,291547,53353,135141,2133,73585,1351,376553,r,2
2026-02-01 18:25:11.378572,69,76,1251599,811984,70843,328273,7830,220092,4128,998205,r,2
2026-02-01 18:25:12.368052,62,75,1085691,837806,80761,255768,8286,236853,4346,993270,r,2
2026-02-01 18:25:13.362271,61,68,1064702,882781,44429,282915,7674,237829,4720,988057,r,2
2026-02-01 18:25:14.359271,61,60,330575,385246,18885,108544,2001,92003,1962,366531,r,2
2026-02-01 18:25:15.349793,61,56,210110,335662,8373,108574,1671,52533,1483,244294,r,2
2026-02-01 18:25:16.341088,56,55,360871,141058,2957,148236,1193,51808,942,250187,r,2
2026-02-01 18:25:45.124626,40,47,51480,62698,7784,39445,1198,39225,849,133268,r,2
2026-02-01 18:25:46.139388,62,74,276615,134058,31754,39264,3521,41932,838,226905,r,2
2026-02-01 18:25:47.134369,66,79,309288,141780,36614,32813,3839,39349,902,226392,r,2
2026-02-01 18:25:48.130790,68,76,335481,332511,37318,106865,3915,61349,1254,339991,r,2
2026-02-01 18:25:49.121955,66,71,236759,308939,13984,175119,1724,69520,1349,342150,r,2
2026-02-01 18:25:50.113194,57,69,709865,546410,28249,458427,5705,176145,3365,907593,r,2
2026-02-01 18:25:51.109431,52,73,945572,410890,25288,471975,7673,173824,3278,911923,r,2
2026-02-01 18:25:52.100222,50,81,984381,399867,26724,475214,8139,177850,3231,911287,r,2
2026-02-01 18:25:53.093090,54,88,1085076,799577,25854,522620,8093,175769,3772,921277,r,2
2026-02-01 18:25:54.090198,56,91,917497,856982,25018,505945,6454,176374,3933,919631,r,2
2026-02-01 18:26:11.966815,43,43,364955,430640,8973,360668,5409,108096,5136,513530,r,2
2026-02-01 18:26:12.942656,65,63,537746,381290,10163,425109,5503,122674,1391,644528,r,2
2026-02-01 18:26:13.944118,63,63,402339,704091,8443,402930,6667,121242,1274,621895,r,2
2026-02-01 18:26:14.944216,60,66,441522,822396,9671,403486,6986,177838,3297,784912,r,2
2026-02-01 18:26:15.940464,58,70,331832,849165,8657,279332,5067,191539,4961,738908,r,2
2026-02-01 18:26:16.932906,61,63,228488,517337,10472,100886,1969,212543,6672,689888,r,2
2026-02-01 18:26:17.924294,69,53,204008,499262,8901,89571,1986,210170,6517,680719,r,2
2026-02-01 18:26:18.918029,78,38,270429,479909,11634,100019,2060,201708,5939,681289,r,2
2026-02-01 18:26:19.910599,85,29,301558,597580,14231,182323,3190,194768,4507,702888,r,2
2026-02-01 18:26:20.906625,85,27,345120,695518,13633,285983,3515,177849,3291,715388,r,2
2026-02-01 18:26:38.784211,41,34,967782,673560,24858,247421,10770,272712,8337,1119490,r,2
2026-02-01 18:26:39.780846,62,52,1347699,764335,27183,360898,12010,294134,8355,1276139,r,2
2026-02-01 18:26:40.770300,62,58,1693004,798382,23610,402292,10200,303381,8408,1276088,r,2
2026-02-01 18:26:41.765301,62,66,1489637,287131,13708,332037,5619,143521,3067,667859,r,2
2026-02-01 18:26:42.760710,64,74,1349164,274427,14639,340446,5759,139493,3174,661785,r,2
2026-02-01 18:26:43.751833,65,82,827970,595690,12764,374249,6921,121963,2597,662563,r,2
2026-02-01 18:26:44.742106,61,85,345822,709170,4985,318539,4882,132476,2641,619520,r,2
2026-02-01 18:26:45.737772,56,81,165814,759061,6024,213748,3717,147640,3217,588436,r,2
